sample_id,latitude,longitude,date,area_hectares,tree_count,trees_per_hectare,density_category,dominant_species,ndvi,nir,red,green,blue,gndvi,nir_red_ratio,green_red_ratio,nir_std,texture,canopy_density,forest_type,elevation_m,slope_degrees,source,quality_score
dang_0749,20.684103,73.639764,2024-03-16,1.0,97,97.42,medium,Teak,0.5303,0.5046,0.2602,0.2437,0.0815,0.3485,1.9382,0.9362,0.1622,0.1275,28.9,Mixed Deciduous,579.1,0.6,Satellite_Analysis,0.8245555126812998
dang_0750,20.842314,73.770025,2024-03-19,1.0,97,97.63,medium,Kudi,0.4995,0.4868,0.2829,0.204,0.14,0.4093,1.7203,0.7209,0.0734,0.2607,28.46,Bamboo Mixed,651.7,14.4,FSI_Report_2017,0.8654365814926128
dang_0751,20.532779,73.517142,2024-03-05,1.0,87,87.42,medium,Bamboo,0.4181,0.3631,0.2811,0.1905,0.1192,0.3117,1.2912,0.6775,0.1101,0.1536,25.02,Bamboo Mixed,829.3,24.2,DAIICT_Study_2019,0.8934986175573162
dang_0752,20.971075,73.833362,2024-03-27,1.0,82,82.82,medium,Kalam,0.4663,0.4355,0.2619,0.2788,0.1452,0.2193,1.6623,1.0644,0.0783,0.1189,31.37,Mixed Deciduous,452.4,12.9,DAIICT_Study_2019,0.8034010665422292
dang_0753,20.650569,73.629815,2024-03-12,1.0,84,84.58,medium,Bamboo,0.537,0.4454,0.201,0.1509,0.1308,0.4938,2.2146,0.7504,0.1997,0.3085,29.63,Bamboo Mixed,892.6,0.5,Satellite_Analysis,0.9152999390439339
dang_0754,20.572329,73.610044,2024-03-15,1.0,89,89.2,medium,Teak,0.5307,0.5154,0.2835,0.2696,0.1443,0.3131,1.8176,0.9508,0.1672,0.2296,33.92,Mixed Deciduous,460.4,26.5,DAIICT_Study_2019,0.8758356035398046
dang_0755,20.598843,73.931717,2024-03-09,1.0,87,87.26,medium,Teak,0.4524,0.3927,0.2517,0.1908,0.0888,0.3459,1.5596,0.7578,0.1745,0.3559,28.3,Mixed Deciduous,851.9,7.4,DAIICT_Study_2019,0.852759667497217
dang_0756,20.611187,73.898032,2024-03-19,1.0,80,80.65,medium,Teak,0.505,0.4124,0.2606,0.2875,0.1099,0.1784,1.5817,1.1027,0.144,0.3464,32.68,Bamboo Mixed,445.5,10.7,Field_Survey_2024,0.9362503261498122
dang_0757,20.971745,73.609285,2024-03-11,1.0,98,98.26,medium,Kalam,0.4302,0.4445,0.2531,0.2984,0.0958,0.1966,1.7558,1.1788,0.1275,0.3379,31.49,Mixed Deciduous,1087.0,14.9,Field_Survey_2024,0.8060039096125918
dang_0758,20.923653,73.824464,2024-03-05,1.0,70,70.9,medium,Teak,0.5373,0.5052,0.2869,0.1986,0.1036,0.4355,1.7607,0.6922,0.0996,0.3864,30.0,Mixed Deciduous,533.5,13.9,FSI_Report_2017,0.9531304732412943
dang_0759,20.927303,73.520153,2024-03-13,1.0,63,63.15,medium,Sadad,0.4639,0.4729,0.2326,0.1885,0.0901,0.4299,2.0324,0.8101,0.1408,0.304,34.64,Bamboo Mixed,612.1,4.7,FSI_Report_2017,0.8790412091343418
dang_0760,20.807437,73.764909,2024-03-11,1.0,83,83.25,medium,Sadad,0.5178,0.44,0.2703,0.2074,0.1211,0.3593,1.6276,0.767,0.1509,0.3353,35.0,Bamboo Mixed,420.9,31.5,FSI_Report_2017,0.8901102222573214
dang_0761,20.774213,73.746423,2024-03-08,1.0,64,64.87,medium,Sadad,0.4892,0.428,0.2067,0.2312,0.1188,0.2984,2.0692,1.118,0.0652,0.3406,38.73,Bamboo Mixed,931.3,7.6,FSI_Report_2017,0.9512635617588568
dang_0762,20.884517,73.976826,2024-03-11,1.0,69,69.35,medium,Teak,0.4734,0.4232,0.2169,0.2438,0.1295,0.2688,1.9497,1.1235,0.0913,0.2421,36.63,Bamboo Mixed,767.0,16.4,DAIICT_Study_2019,0.9380440182053472
dang_0763,20.560602,73.691011,2024-03-19,1.0,84,84.15,medium,Teak,0.5343,0.5072,0.2787,0.1905,0.0835,0.4539,1.819,0.6832,0.0892,0.1836,38.64,Mixed Deciduous,227.6,4.7,FSI_Report_2017,0.8883592758290371
dang_0764,20.869476,73.931957,2024-03-20,1.0,88,88.92,medium,Sadad,0.4629,0.3874,0.2151,0.2219,0.1399,0.2717,1.8002,1.0309,0.0618,0.1861,29.83,Mixed Deciduous,414.6,3.3,FSI_Report_2017,0.92323317188508
dang_0765,20.923899,73.63952,2024-03-21,1.0,89,89.86,medium,Teak,0.4606,0.4442,0.2882,0.2988,0.1145,0.1957,1.5407,1.0363,0.1117,0.1497,28.06,Mixed Deciduous,1021.2,13.8,FSI_Report_2017,0.8496634827535663
dang_0766,20.727248,73.642738,2024-03-03,1.0,93,93.8,medium,Teak,0.5386,0.4737,0.2131,0.2102,0.1519,0.3852,2.2214,0.9857,0.1814,0.2305,33.03,Bamboo Mixed,252.1,30.2,FSI_Report_2017,0.8758968833049416
dang_0767,20.607206,73.801478,2024-03-06,1.0,75,75.2,medium,Teak,0.5295,0.4837,0.2633,0.1726,0.1683,0.4739,1.8365,0.6553,0.0751,0.1668,26.92,Mixed Deciduous,993.3,8.8,DAIICT_Study_2019,0.7642761314429576
dang_0768,20.809818,73.877047,2024-03-15,1.0,77,77.09,medium,Kudi,0.4887,0.4666,0.2549,0.2721,0.1522,0.2633,1.8301,1.0672,0.1423,0.1452,37.54,Bamboo Mixed,280.1,17.1,FSI_Report_2017,0.7706673211400108
dang_0769,20.862483,73.566612,2024-03-30,1.0,89,89.71,medium,Kalam,0.4714,0.3879,0.2696,0.211,0.1117,0.2953,1.4384,0.7825,0.1461,0.231,26.39,Bamboo Mixed,889.6,2.0,DAIICT_Study_2019,0.9407678429628563
dang_0770,20.921157,73.806595,2024-03-05,1.0,96,96.15,medium,Teak,0.5361,0.4915,0.2818,0.2717,0.1629,0.2879,1.7434,0.9639,0.1355,0.1918,28.27,Mixed Deciduous,747.1,6.0,FSI_Report_2017,0.7637244808069742
dang_0771,20.614626,73.794208,2024-03-03,1.0,63,63.34,medium,Teak,0.4008,0.3435,0.2861,0.2644,0.1167,0.13,1.2002,0.924,0.1318,0.2549,26.42,Mixed Deciduous,168.5,3.9,Satellite_Analysis,0.7889617988954997
dang_0772,20.903227,73.864442,2024-03-04,1.0,93,93.48,medium,Kudi,0.456,0.4611,0.2345,0.1988,0.0951,0.3974,1.965,0.8473,0.1431,0.226,34.2,Bamboo Mixed,668.4,22.0,Satellite_Analysis,0.9330415115586015
dang_0773,20.678604,73.859809,2024-03-27,1.0,84,84.52,medium,Teak,0.5231,0.4481,0.2124,0.1798,0.1533,0.4274,2.1085,0.8458,0.1421,0.1619,27.18,Mixed Deciduous,746.4,0.0,FSI_Report_2017,0.750263568644499
dang_0774,20.847122,73.848289,2024-03-27,1.0,78,78.2,medium,Teak,0.4539,0.4016,0.2313,0.2687,0.1755,0.1982,1.7358,1.1615,0.112,0.3857,37.36,Mixed Deciduous,790.3,15.2,DAIICT_Study_2019,0.8149529956345488
dang_0775,20.849614,73.521851,2024-03-24,1.0,66,66.34,medium,Teak,0.4889,0.483,0.2142,0.2209,0.155,0.3722,2.2537,1.031,0.1417,0.1302,30.95,Mixed Deciduous,1096.1,6.3,Satellite_Analysis,0.884328891300123
dang_0776,20.598023,73.705492,2024-03-23,1.0,68,68.54,medium,Teak,0.4437,0.4517,0.3168,0.1977,0.0949,0.391,1.4254,0.624,0.169,0.2801,26.51,Bamboo Mixed,224.1,21.9,DAIICT_Study_2019,0.8869534842379382
dang_0777,20.604564,73.844767,2024-03-27,1.0,67,67.69,medium,Sadad,0.4406,0.4498,0.275,0.2183,0.095,0.3465,1.635,0.7934,0.1175,0.1835,39.15,Bamboo Mixed,229.7,18.1,FSI_Report_2017,0.9287451688927789
dang_0778,20.941225,73.763136,2024-03-06,1.0,68,68.32,medium,Teak,0.52,0.4745,0.2408,0.1826,0.1134,0.4441,1.9697,0.7581,0.194,0.256,31.01,Mixed Deciduous,890.0,11.9,FSI_Report_2017,0.8663630385331992
dang_0779,20.833858,73.857275,2024-03-09,1.0,82,82.27,medium,Sadad,0.4257,0.452,0.275,0.233,0.1707,0.3196,1.643,0.8471,0.1437,0.1908,29.44,Mixed Deciduous,973.3,27.8,Satellite_Analysis,0.8671624299921232
dang_0780,20.632522,73.53577,2024-03-02,1.0,98,98.15,medium,Teak,0.5175,0.4765,0.2465,0.1751,0.1778,0.4625,1.9323,0.7101,0.1063,0.1321,32.41,Bamboo Mixed,992.9,0.4,Satellite_Analysis,0.9168214323743611
dang_0781,20.516171,73.925932,2024-03-12,1.0,71,71.34,medium,Teak,0.5349,0.5,0.2477,0.2504,0.1126,0.3326,2.0177,1.0105,0.1361,0.1877,31.03,Bamboo Mixed,381.7,29.4,DAIICT_Study_2019,0.8646836265512452
dang_0782,20.974257,73.841282,2024-03-13,1.0,68,68.54,medium,Sadad,0.464,0.4723,0.2537,0.2038,0.1241,0.3972,1.8612,0.8029,0.1279,0.2896,37.01,Mixed Deciduous,926.6,18.7,DAIICT_Study_2019,0.8899529499096319
dang_0783,20.8605,73.778656,2024-03-22,1.0,62,62.6,medium,Sadad,0.4795,0.4779,0.2767,0.2696,0.1482,0.2787,1.7265,0.9739,0.081,0.1331,37.44,Mixed Deciduous,696.3,6.6,Field_Survey_2024,0.9564880356986617
dang_0784,20.556687,73.653534,2024-03-17,1.0,76,76.83,medium,Teak,0.506,0.5009,0.2875,0.2014,0.1798,0.4265,1.7417,0.7001,0.0505,0.1083,37.36,Mixed Deciduous,207.7,8.3,DAIICT_Study_2019,0.8423337317508456
dang_0785,20.813125,73.615783,2024-03-01,1.0,64,64.54,medium,Kalam,0.5302,0.431,0.2542,0.258,0.0961,0.2511,1.6948,1.0145,0.1449,0.1157,29.4,Bamboo Mixed,313.1,2.3,DAIICT_Study_2019,0.8385787663114211
dang_0786,20.535296,73.675719,2024-03-02,1.0,60,60.25,medium,Kudi,0.4696,0.3842,0.3,0.2278,0.0875,0.2556,1.2804,0.759,0.0665,0.2151,39.1,Mixed Deciduous,974.2,12.8,FSI_Report_2017,0.7508162681288973
dang_0787,20.505112,73.976691,2024-03-10,1.0,67,67.76,medium,Bamboo,0.4355,0.449,0.3013,0.2426,0.1795,0.2983,1.4896,0.805,0.1603,0.1648,37.7,Mixed Deciduous,184.3,11.2,Field_Survey_2024,0.8910880401498833
dang_0788,20.636484,73.620304,2024-03-05,1.0,83,83.28,medium,Bamboo,0.53,0.5133,0.2585,0.2323,0.0804,0.3768,1.9849,0.8984,0.056,0.1603,27.79,Mixed Deciduous,439.7,12.6,DAIICT_Study_2019,0.7568475387036404
dang_0789,20.51789,73.837566,2024-03-16,1.0,74,74.63,medium,Teak,0.509,0.451,0.252,0.2315,0.1776,0.3216,1.7886,0.9181,0.1051,0.1623,38.68,Mixed Deciduous,942.7,5.3,Field_Survey_2024,0.8659541526375127
dang_0790,20.964681,73.782194,2024-03-03,1.0,83,83.17,medium,Teak,0.4063,0.4025,0.2556,0.1549,0.1621,0.4442,1.5743,0.6058,0.0914,0.339,29.32,Mixed Deciduous,1075.2,12.7,Field_Survey_2024,0.9349737714774121
dang_0791,20.780728,73.95994,2024-03-29,1.0,70,70.75,medium,Sadad,0.4794,0.4759,0.3006,0.1651,0.1072,0.4848,1.5827,0.549,0.1969,0.1811,35.39,Mixed Deciduous,488.5,6.7,Satellite_Analysis,0.8764818462195225
dang_0792,20.647024,73.913631,2024-03-14,1.0,73,73.72,medium,Kher,0.5453,0.4967,0.2265,0.1789,0.1156,0.4704,2.1916,0.7893,0.0755,0.1319,38.6,Bamboo Mixed,305.9,1.9,DAIICT_Study_2019,0.8120163179998354
dang_0793,20.600306,73.648214,2024-03-22,1.0,90,90.65,medium,Teak,0.4562,0.4303,0.2967,0.1527,0.1602,0.476,1.4499,0.5146,0.192,0.1096,25.68,Mixed Deciduous,233.4,16.8,Field_Survey_2024,0.9308187369333554
dang_0794,20.59605,73.827841,2024-03-23,1.0,68,68.24,medium,Sadad,0.4982,0.4033,0.2072,0.2328,0.0905,0.268,1.9456,1.123,0.0534,0.1515,33.47,Bamboo Mixed,342.4,23.4,FSI_Report_2017,0.812034910938984
dang_0795,20.705387,73.827326,2024-03-22,1.0,87,87.12,medium,Sadad,0.453,0.4527,0.2377,0.2192,0.1273,0.3475,1.9037,0.9218,0.1011,0.3864,35.45,Mixed Deciduous,635.0,5.6,DAIICT_Study_2019,0.9185973096175567
dang_0796,20.965434,73.910009,2024-03-12,1.0,60,60.07,medium,Sadad,0.4526,0.3957,0.2205,0.1769,0.0924,0.382,1.7942,0.8022,0.1872,0.1421,33.06,Mixed Deciduous,666.3,3.5,DAIICT_Study_2019,0.8903594446937532
dang_0797,20.697123,73.590865,2024-03-28,1.0,83,83.53,medium,Teak,0.4843,0.4566,0.2881,0.2589,0.159,0.2763,1.5845,0.8984,0.0933,0.2162,34.4,Mixed Deciduous,1063.0,6.5,DAIICT_Study_2019,0.7890991482520403
dang_0798,20.936718,73.967388,2024-03-05,1.0,93,93.97,medium,Sadad,0.4353,0.4547,0.3149,0.2938,0.1638,0.2149,1.4436,0.9329,0.1046,0.1218,33.53,Mixed Deciduous,957.5,34.9,DAIICT_Study_2019,0.9581807912141627
dang_0799,20.590708,73.49744,2024-03-17,1.0,63,63.98,medium,Teak,0.446,0.4177,0.2394,0.2313,0.102,0.2872,1.744,0.9658,0.1475,0.3713,26.28,Mixed Deciduous,952.2,22.1,FSI_Report_2017,0.796148047080155
dang_0800,20.60281,73.596201,2024-03-06,1.0,93,93.59,medium,Teak,0.4541,0.4151,0.312,0.2676,0.1697,0.2161,1.3302,0.8574,0.1158,0.1702,31.18,Bamboo Mixed,254.0,9.5,FSI_Report_2017,0.9776050270523541
dang_0801,20.916163,73.507537,2024-03-10,1.0,77,77.32,medium,Teak,0.497,0.4254,0.2393,0.2601,0.1738,0.241,1.7768,1.0865,0.1294,0.103,30.08,Mixed Deciduous,472.2,15.3,Field_Survey_2024,0.7516814123906363
dang_0802,20.634705,73.753038,2024-03-08,1.0,77,77.65,medium,Teak,0.4508,0.3998,0.2359,0.1899,0.0895,0.356,1.6941,0.8045,0.102,0.111,27.8,Bamboo Mixed,459.2,23.4,Field_Survey_2024,0.8106011767428677
dang_0803,20.982747,73.505898,2024-03-29,1.0,81,81.72,medium,Sadad,0.548,0.472,0.2498,0.2954,0.0938,0.2301,1.8888,1.1821,0.1128,0.3551,38.98,Mixed Deciduous,286.2,31.6,FSI_Report_2017,0.7959678683730658
dang_0804,20.686895,73.722358,2024-03-20,1.0,82,82.3,medium,Teak,0.5435,0.514,0.2274,0.1937,0.1034,0.4525,2.2595,0.8516,0.1299,0.1343,33.24,Mixed Deciduous,457.7,7.7,Satellite_Analysis,0.7532184843392064
dang_0805,20.673779,73.542193,2024-03-25,1.0,85,85.94,medium,Kalam,0.5017,0.4893,0.223,0.1894,0.1504,0.4419,2.1935,0.8489,0.0766,0.2393,25.3,Mixed Deciduous,794.9,26.2,FSI_Report_2017,0.9184446170338826
dang_0806,20.546574,73.715304,2024-03-09,1.0,79,79.19,medium,Teak,0.5331,0.4765,0.2582,0.2009,0.1371,0.4069,1.8448,0.7776,0.1171,0.2977,25.76,Mixed Deciduous,431.2,11.4,Satellite_Analysis,0.9094879344829071
dang_0807,20.654295,73.754178,2024-03-17,1.0,67,67.34,medium,Teak,0.534,0.5143,0.2678,0.2882,0.1106,0.2817,1.9195,1.0756,0.0872,0.2153,25.83,Bamboo Mixed,1085.0,28.8,DAIICT_Study_2019,0.932240721801634
dang_0808,20.596692,73.680053,2024-03-14,1.0,96,96.05,medium,Teak,0.4391,0.4503,0.2827,0.1531,0.1525,0.4925,1.5922,0.5412,0.0553,0.3992,38.09,Mixed Deciduous,394.5,13.4,DAIICT_Study_2019,0.80904066568685
dang_0809,20.657862,73.810722,2024-03-29,1.0,89,89.5,medium,Teak,0.4004,0.4031,0.2887,0.2306,0.1586,0.2722,1.3955,0.7983,0.1334,0.3571,28.49,Bamboo Mixed,320.3,28.5,Satellite_Analysis,0.852197088429083
dang_0810,20.765211,73.829629,2024-03-10,1.0,77,77.25,medium,Teak,0.4669,0.411,0.2707,0.1778,0.1427,0.396,1.5179,0.6566,0.0761,0.1191,29.96,Mixed Deciduous,994.5,1.9,FSI_Report_2017,0.9015961099729559
dang_0811,20.740445,73.518307,2024-03-10,1.0,76,76.43,medium,Sadad,0.4419,0.4261,0.2861,0.2189,0.1366,0.3212,1.4889,0.7648,0.1541,0.3303,38.43,Mixed Deciduous,1053.9,22.3,Field_Survey_2024,0.851146755894273
dang_0812,20.600687,73.531312,2024-03-25,1.0,63,63.11,medium,Sadad,0.544,0.5143,0.2623,0.29,0.102,0.2788,1.96,1.1053,0.1755,0.307,38.05,Bamboo Mixed,479.2,27.1,FSI_Report_2017,0.9103849271731206
dang_0813,20.551141,73.970299,2024-03-13,1.0,71,71.04,medium,Teak,0.4632,0.3981,0.2499,0.2237,0.1095,0.2804,1.5928,0.8952,0.1654,0.2182,35.94,Mixed Deciduous,508.2,0.3,Field_Survey_2024,0.8958138839413017
dang_0814,20.911282,73.726587,2024-03-26,1.0,67,67.54,medium,Sadad,0.5177,0.4702,0.284,0.1758,0.1221,0.4557,1.6549,0.6187,0.1749,0.1058,26.68,Bamboo Mixed,416.4,34.1,FSI_Report_2017,0.7763689946951006
dang_0815,20.878331,73.829349,2024-03-17,1.0,68,68.34,medium,Teak,0.4668,0.3853,0.24,0.2291,0.1266,0.2543,1.6049,0.9541,0.2,0.2166,30.8,Mixed Deciduous,330.8,30.7,DAIICT_Study_2019,0.9296399178477026
dang_0816,20.898913,73.512451,2024-03-19,1.0,84,84.67,medium,Teak,0.4141,0.4265,0.3249,0.2297,0.1483,0.2999,1.3123,0.7066,0.0856,0.2313,37.84,Mixed Deciduous,402.3,15.6,Field_Survey_2024,0.9157555625912792
dang_0817,20.967039,73.543013,2024-03-21,1.0,97,97.09,medium,Teak,0.5054,0.4278,0.2489,0.1549,0.1447,0.4683,1.7177,0.6218,0.1331,0.3001,38.95,Mixed Deciduous,454.4,7.0,Satellite_Analysis,0.9008419091520032
dang_0818,20.578385,73.600021,2024-03-25,1.0,81,81.99,medium,Teak,0.47,0.4748,0.2347,0.1905,0.1211,0.4273,2.022,0.8112,0.0865,0.1388,37.86,Mixed Deciduous,968.3,29.1,FSI_Report_2017,0.7856715294423305
dang_0819,20.538616,73.960223,2024-03-04,1.0,65,65.25,medium,Sadad,0.5454,0.5257,0.2051,0.2797,0.119,0.3053,2.5618,1.3633,0.1072,0.1788,25.67,Mixed Deciduous,201.1,32.4,Field_Survey_2024,0.8116391832229336
dang_0820,20.860282,73.561733,2024-03-01,1.0,94,94.37,medium,Kher,0.4152,0.3838,0.2793,0.2717,0.1016,0.1711,1.374,0.9726,0.1704,0.2199,27.83,Bamboo Mixed,236.4,18.0,FSI_Report_2017,0.8404307172651481
dang_0821,20.801326,73.777674,2024-03-11,1.0,92,92.56,medium,Teak,0.5431,0.4489,0.2124,0.291,0.1196,0.2134,2.1126,1.3694,0.1578,0.2837,29.28,Mixed Deciduous,772.8,20.7,FSI_Report_2017,0.814383812980982
dang_0822,20.699531,73.819423,2024-03-29,1.0,65,65.33,medium,Bamboo,0.4306,0.4351,0.2503,0.1532,0.1744,0.479,1.7371,0.6117,0.0755,0.1029,28.56,Mixed Deciduous,550.9,32.2,Satellite_Analysis,0.8023963668555102
dang_0823,20.70485,73.777111,2024-03-04,1.0,74,74.37,medium,Teak,0.4086,0.4091,0.2844,0.1669,0.1709,0.4204,1.4379,0.5867,0.0798,0.3231,38.28,Mixed Deciduous,384.5,10.8,Satellite_Analysis,0.9352322641372084
dang_0824,20.874942,73.998301,2024-03-12,1.0,79,79.57,medium,Teak,0.512,0.4182,0.2389,0.1527,0.0834,0.465,1.75,0.6389,0.1224,0.1895,37.68,Mixed Deciduous,581.2,14.3,DAIICT_Study_2019,0.8967934166628465
dang_0825,20.949314,74.002437,2024-03-22,1.0,82,82.39,medium,Teak,0.4033,0.4356,0.3193,0.2315,0.1377,0.3059,1.3638,0.7248,0.1558,0.1794,28.33,Mixed Deciduous,249.2,15.9,DAIICT_Study_2019,0.8800585902565575
dang_0826,20.590387,73.675607,2024-03-12,1.0,85,85.71,medium,Teak,0.478,0.455,0.2516,0.1863,0.0801,0.419,1.8078,0.7401,0.134,0.2772,39.58,Mixed Deciduous,524.4,7.1,FSI_Report_2017,0.8019691234962484
dang_0827,20.623063,73.804506,2024-03-14,1.0,68,68.42,medium,Kalam,0.4778,0.4405,0.2321,0.1608,0.1545,0.465,1.8971,0.6927,0.1637,0.3994,38.5,Bamboo Mixed,908.3,21.5,FSI_Report_2017,0.9611576093217875
dang_0828,20.524786,73.944998,2024-03-02,1.0,97,97.65,medium,Sadad,0.5274,0.5008,0.243,0.2684,0.0979,0.3021,2.0602,1.1041,0.136,0.3952,29.36,Bamboo Mixed,616.0,1.4,Field_Survey_2024,0.7939720989923827
dang_0829,20.816747,73.538543,2024-03-06,1.0,92,92.37,medium,Teak,0.4511,0.4096,0.2903,0.1609,0.1665,0.4357,1.4106,0.5543,0.1145,0.2744,36.36,Mixed Deciduous,995.8,34.3,DAIICT_Study_2019,0.9328387145496757
dang_0830,20.496973,73.949541,2024-03-30,1.0,64,64.88,medium,Kher,0.4284,0.3782,0.2772,0.2681,0.1114,0.1704,1.364,0.9668,0.0627,0.2394,36.22,Mixed Deciduous,358.9,33.2,Satellite_Analysis,0.9723347133422173
dang_0831,20.906126,73.590654,2024-03-14,1.0,63,63.99,medium,Bamboo,0.5388,0.4791,0.2134,0.1809,0.0936,0.4517,2.2444,0.8476,0.1137,0.1407,31.24,Mixed Deciduous,774.0,27.5,DAIICT_Study_2019,0.9172313277215742
dang_0832,20.97244,73.819484,2024-03-06,1.0,99,99.71,medium,Sadad,0.5018,0.4741,0.2208,0.1618,0.1077,0.491,2.1464,0.7327,0.0873,0.1704,27.89,Mixed Deciduous,461.7,28.7,FSI_Report_2017,0.9783575182924649
dang_0833,20.503329,73.739839,2024-03-09,1.0,65,65.66,medium,Teak,0.4564,0.402,0.2992,0.2233,0.0827,0.2859,1.3433,0.746,0.1562,0.2166,32.97,Bamboo Mixed,393.9,8.4,FSI_Report_2017,0.8997417569049277
dang_0834,20.550861,73.849397,2024-03-17,1.0,87,87.89,medium,Teak,0.5493,0.431,0.2207,0.1922,0.1062,0.3832,1.9517,0.8702,0.0834,0.3127,26.27,Bamboo Mixed,808.8,8.8,FSI_Report_2017,0.8000158790288958
dang_0835,20.883049,73.940518,2024-03-28,1.0,67,67.98,medium,Sadad,0.4394,0.4382,0.316,0.2392,0.1651,0.2937,1.3864,0.7569,0.0513,0.111,33.95,Mixed Deciduous,995.3,10.6,DAIICT_Study_2019,0.7968784835547976
dang_0836,20.634913,73.956788,2024-03-02,1.0,72,72.5,medium,Sadad,0.4262,0.4146,0.2476,0.1888,0.1288,0.374,1.674,0.7625,0.1479,0.1364,27.63,Mixed Deciduous,1075.1,13.9,DAIICT_Study_2019,0.8246497853787595
dang_0837,20.74521,73.532675,2024-03-22,1.0,95,95.66,medium,Teak,0.4011,0.4223,0.2814,0.2339,0.1472,0.2871,1.5006,0.831,0.1147,0.1347,26.54,Bamboo Mixed,360.0,1.0,Satellite_Analysis,0.7516399046508314
dang_0838,20.688231,73.507974,2024-03-07,1.0,65,65.24,medium,Bamboo,0.5048,0.4485,0.2517,0.172,0.094,0.4457,1.7816,0.683,0.1375,0.3955,26.44,Mixed Deciduous,976.0,2.5,Satellite_Analysis,0.906790648119052
dang_0839,20.703514,73.652411,2024-03-29,1.0,72,72.23,medium,Sadad,0.5327,0.492,0.2572,0.2698,0.1057,0.2916,1.9125,1.0488,0.1427,0.238,36.74,Mixed Deciduous,761.0,30.9,DAIICT_Study_2019,0.8117935904644004
dang_0840,20.758193,73.670858,2024-03-08,1.0,98,98.04,medium,Teak,0.4728,0.4303,0.2736,0.1655,0.1054,0.4443,1.5722,0.6048,0.1878,0.301,25.2,Mixed Deciduous,798.7,26.8,Satellite_Analysis,0.9374921434273331
dang_0841,20.968711,73.776063,2024-03-01,1.0,61,61.93,medium,Teak,0.4557,0.4007,0.2519,0.174,0.0898,0.3944,1.5903,0.6905,0.1281,0.3161,35.53,Mixed Deciduous,646.2,18.1,Field_Survey_2024,0.832609709628639
dang_0842,20.85653,73.790933,2024-03-13,1.0,83,83.21,medium,Teak,0.5332,0.4673,0.2647,0.2707,0.1536,0.2663,1.7647,1.0223,0.1888,0.2341,27.6,Mixed Deciduous,384.1,5.0,DAIICT_Study_2019,0.8603899934965619
dang_0843,20.516151,73.513294,2024-03-28,1.0,89,89.79,medium,Teak,0.4036,0.4072,0.25,0.2545,0.111,0.2308,1.6283,1.0176,0.181,0.2011,34.3,Mixed Deciduous,1021.4,27.3,FSI_Report_2017,0.9721084508088849
dang_0844,20.677586,73.826343,2024-03-18,1.0,96,96.71,medium,Kher,0.4117,0.3898,0.2797,0.2848,0.1798,0.1556,1.3929,1.0178,0.163,0.3912,36.81,Bamboo Mixed,821.9,2.8,DAIICT_Study_2019,0.8056995883008737
dang_0845,20.674319,73.633961,2024-03-01,1.0,91,91.34,medium,Sadad,0.5462,0.4862,0.2307,0.1834,0.1453,0.4521,2.1061,0.7946,0.1528,0.3056,25.4,Bamboo Mixed,471.2,26.0,Field_Survey_2024,0.91588844240884
dang_0846,20.696716,73.804242,2024-03-29,1.0,60,60.37,medium,Sadad,0.43,0.3693,0.3053,0.1888,0.1085,0.3235,1.2095,0.6182,0.194,0.2137,25.14,Mixed Deciduous,263.3,3.6,FSI_Report_2017,0.9236770915402459
dang_0847,20.592456,73.67862,2024-03-03,1.0,76,76.97,medium,Sadad,0.5374,0.4722,0.2287,0.2626,0.0873,0.2853,2.064,1.1477,0.0634,0.2956,32.3,Bamboo Mixed,1020.5,13.6,DAIICT_Study_2019,0.800829576230436
dang_0848,20.994371,73.91744,2024-03-15,1.0,89,89.48,medium,Sadad,0.5041,0.4361,0.2092,0.2361,0.1376,0.2976,2.0841,1.128,0.1928,0.2328,35.36,Mixed Deciduous,317.9,20.7,DAIICT_Study_2019,0.8652292724208049
dang_0849,20.756859,73.578355,2024-03-30,1.0,62,62.57,medium,Teak,0.4149,0.3909,0.307,0.2832,0.1045,0.1597,1.2728,0.9223,0.1362,0.3305,29.33,Mixed Deciduous,647.8,4.7,FSI_Report_2017,0.8305464428219828
dang_0850,20.814403,73.53242,2024-03-30,1.0,64,64.0,medium,Teak,0.5401,0.4351,0.2514,0.2509,0.148,0.2685,1.7298,0.9974,0.0898,0.1991,33.23,Mixed Deciduous,169.3,19.7,DAIICT_Study_2019,0.9275384359820205
dang_0851,20.570821,73.922442,2024-03-26,1.0,98,98.64,medium,Sadad,0.4771,0.4337,0.2824,0.282,0.1764,0.2118,1.5351,0.9984,0.0987,0.3396,28.16,Mixed Deciduous,320.9,12.2,Satellite_Analysis,0.8931711633766786
dang_0852,20.817217,73.796399,2024-03-03,1.0,75,75.32,medium,Teak,0.4945,0.4409,0.2645,0.172,0.177,0.4386,1.6664,0.6501,0.1594,0.1751,35.86,Mixed Deciduous,253.7,6.2,FSI_Report_2017,0.8594761026179258
dang_0853,20.77628,73.656003,2024-03-08,1.0,87,87.78,medium,Kudi,0.5079,0.461,0.2951,0.2533,0.1695,0.2907,1.5616,0.8582,0.1549,0.3205,29.36,Mixed Deciduous,893.8,10.4,DAIICT_Study_2019,0.9292535509609752
dang_0854,20.910856,73.551168,2024-03-28,1.0,79,79.44,medium,Teak,0.4633,0.3886,0.3048,0.1566,0.155,0.4253,1.2743,0.5137,0.0607,0.2402,27.63,Mixed Deciduous,269.6,15.8,DAIICT_Study_2019,0.804085781101936
